variable,1 - 0,1,0,all_mean,categories,display_names,Count
1_person_household_1_person_age_64_less,0.24503982,29.42340426,23.47483444,24.27593123,Social,households_1_person_1_person_age_64_less,226
one_person_household_other,0.24503982,29.42340426,23.47483444,24.27593123,Social,households_one_person_other,227
males_part_time_worked_16_to_30_hours,0.240551747,8.631914894,6.913245033,7.14469914,Economic,males_part_time_worked_16_to_30_hours,228
females_ecominically_inactive_student,0.239811395,9.112765957,7.302980132,7.546704871,Economic,females_ecominically_inactive_student,229
divorced,0.239117361,26.5106383,21.25827815,21.96561605,Social,people_divorced,230
males_industry_accommodation_food_service,0.236330833,4.570212766,3.673509934,3.794269341,Economic,males_industry_accommodation_food_service,231
age_of_HRP_55_to_64_1_person_household,0.235490169,7.612765957,6.123509934,6.324068768,Social,people_age_of_HRP_55_to_64_1_person_household,232
age_55_to_64_1_person_household,0.235490169,7.612765957,6.123509934,6.324068768,Social,people_age_55_to_64_1_person_household,233
females_occupation_process_plant_machine_operatives,0.233116235,1.057446809,0.852317881,0.879942693,Economic,females_occupation_process_plant_machine_operatives,234
age_of_HRP_35_less,0.230899819,31.50638298,25.44304636,26.25959885,Social,people_age_of_HRP_35_less,235
not_living_in_couple,0.229880747,125.3148936,101.2870861,104.5229226,Social,people_not_living_in_couple,236
people_not_living_in_a_couple_Total_measures_Value,0.229880747,125.3148936,101.2870861,104.5229226,Social,people_not_living_in_a_couple_Total_measures_Value,237
disability_daily_activities_limited_a_little,0.229443836,33.53829787,27.11788079,27.98252149,Demographic,people_disability_daily_activities_limited_a_little,238
people_industry_accommodation_food_service,0.217308244,9.659574468,7.892715232,8.130659026,Economic,people_industry_accommodation_food_service,239
other_household_types_all_age_65_plus,0.211627175,0.446808511,0.366887417,0.37765043,Social,households_other_types_all_age_65_plus,240
other_households_all_age_65_plus,0.211627175,0.446808511,0.366887417,0.37765043,Social,people_other_households_all_age_65_plus,241
ethnicity_white_other,0.211579332,13.65531915,11.21324503,11.54212034,Demographic,people_ethnicity_white_other,242
single,0.210027021,111.0787234,91.33708609,93.99570201,Social,people_single,243
country_of_birth_Ireland,0.208845403,1.95106383,1.605960265,1.65243553,Demographic,people_country_of_birth_Ireland,244
females_NS_SeC_lower_supervisory_technical,0.208454832,4.734042553,3.898013245,4.010601719,Economic,females_NS_SeC_lower_supervisory_technical,245
religion_Buddhist,0.207749774,1.606382979,1.323509934,1.361604585,Demographic,people_religion_Buddhist,246
age_of_HRP_35_less_1_person_household,0.206508422,7.587234043,6.25794702,6.436962751,Social,people_age_of_HRP_35_less_1_person_household,247
age_55_to_64_dependent_children,0.202778595,3.053191489,2.526490066,2.597421203,Social,people_age_55_to_64_dependent_children,248
females_industry_accommodation_food_service,0.200663793,5.089361702,4.219205298,4.336389685,Economic,females_industry_accommodation_food_service,249
household_shared_ownership_part_owned_and_part_rented,0.199776314,0.938297872,0.778476821,0.8,Social,households_shared_ownership_part_owned_and_part_rented,250
caravan_or_other_mobile_or_temporary_structure,0.197600283,0.717021277,0.59602649,0.612320917,Environmental,caravan_or_other_mobile_or_temporary_structure,251
age_91,0.195065446,0.608510638,0.506953642,0.520630372,Demographic,people_age_91,252
medical_and_care_establishment_other_care_home_without_nursing,0.192870711,1.293617021,1.079801325,1.108595989,Environmental,medical_and_care_establishment_other_care_home_without_nursing,253
people_not_living_in_a_couple_single_never_married_or_never_registered_a_same_sex_civil_partnership,0.18721449,77.74893617,65.22251656,66.90945559,Social,people_not_living_in_a_couple_single_never_married_or_never_registered_a_same_sex_civil_partnership,254
not_living_in_couple_single_never_married_or_registered_same_sex_civil_partnership,0.18721449,77.74893617,65.22251656,66.90945559,Social,people_not_living_in_couple_single_never_married_or_registered_same_sex_civil_partnership,255
people_ecominically_inactive_student,0.182678162,18.12340426,15.26456954,15.6495702,Economic,people_ecominically_inactive_student,256
household_spaces_with_no_usual_residents,0.182585382,5.355319149,4.510927152,4.624641834,Environmental,household_spaces_with_no_usual_residents,257
other_household_all_age_65_plus,0.179407503,1,0.844701987,0.865616046,Social,households_other_all_age_65_plus,258
age_26,0.172942953,5.155319149,4.379801325,4.484240688,Demographic,people_age_26,259
other_household,0.172044765,43.9212766,37.34403974,38.22979943,Social,households_other,260
1_person_household,0.165692039,45.80425532,39.16655629,40.06045845,Social,households_1_person,261
1_person_households,0.165692039,45.80425532,39.16655629,40.06045845,Social,people_1_person_households,262
one_person_household,0.165692039,45.80425532,39.16655629,40.06045845,Social,households_one_person,263
nationality_Irish_Northern_Irish_only,0.164549485,0.008510638,0.007284768,0.007449857,Demographic,people_nationality_Irish_Northern_Irish_only,264
age_94,0.158288475,0.240425532,0.206953642,0.211461318,Demographic,people_age_94,265
country_of_birth_other_EU_member_countries_in_March_2001,0.155948215,5.540425532,4.779139073,4.881661891,Demographic,people_country_of_birth_other_EU_member_countries_in_March_2001,266
age_33,0.154548131,4.459574468,3.851655629,3.933524355,Demographic,people_age_33,267
number_of_persons_per_hectare,0.153808583,63.03872349,54.48172182,55.63409741,Economic,people_per_hectare,268
age_of_HRP_55_to_64_2_person_household_dependent_children,0.147985697,1.906382979,1.656291391,1.689971347,Social,people_age_of_HRP_55_to_64_2_person_household_dependent_children,269
nationality_no_British,0.145200379,245.3489362,213.7006623,217.9627507,Demographic,people_nationality_no_British,270
females_NS_SeC_full_time_students,0.144637358,13.88297872,12.09834437,12.33868195,Economic,females_NS_SeC_full_time_students,271
females_NS_SeC_not_classified,0.144637358,13.88297872,12.09834437,12.33868195,Economic,females_NS_SeC_not_classified,272
age_25,0.140082655,4.940425532,4.323178808,4.406303725,Demographic,people_age_25,273
age_89,0.1332288,0.895744681,0.788741722,0.803151862,Demographic,people_age_89,274
other_household_types,0.131904665,12.18723404,10.74437086,10.93868195,Social,households_other_types,275
other_households,0.131904665,12.18723404,10.74437086,10.93868195,Social,people_other_households,276
households_with_no_adults_in_employment_no_dependent_children,0.1309542,41.00425532,36.18112583,36.83065903,Social,households_no_adults_in_employment_no_dependent_children,277
age_24,0.129792172,4.914893617,4.341390728,4.418624642,Demographic,people_age_24,278
males_ecominically_inactive_student,0.129466411,9.010638298,7.961589404,8.10286533,Economic,males_ecominically_inactive_student,279
people_NS_SeC_not_classified,0.12721756,27.3106383,24.1807947,24.60229226,Economic,people_NS_SeC_not_classified,280
people_NS_SeC_full_time_students,0.12721756,27.3106383,24.1807947,24.60229226,Economic,people_NS_SeC_full_time_students,281
age_35,0.126395438,4.317021277,3.825165563,3.891404011,Demographic,people_age_35,282
age_25_to_29,0.125929339,24.42340426,21.65,22.0234957,Demographic,people_age_25_to_29,283
nationality_British_only,0.125816854,59.0212766,52.32450331,53.22636103,Demographic,people_nationality_British_only,284
age_34,0.125752043,4.329787234,3.838741722,3.90487106,Demographic,people_age_34,285
religion_not_stated,0.124296987,26.77021277,23.76589404,24.17048711,Demographic,people_religion_not_stated,286
age_29,0.12274884,4.870212766,4.329801325,4.402578797,Demographic,people_age_29,287
age_31,0.12128609,4.859574468,4.32615894,4.397994269,Demographic,people_age_31,288
age_99,0.119948855,0.046808511,0.041721854,0.042406877,Demographic,people_age_99,289
no_second_address,0.117641274,314.3446809,280.781457,285.3014327,Economic,people_no_second_address,290
age_32,0.117341718,4.576595745,4.089072848,4.154727794,Demographic,people_age_32,291
people_occupation_caring_leisure_other_service,0.116420935,14.63829787,13.09006623,13.29856734,Economic,people_occupation_caring_leisure_other_service,292
age_30,0.114236347,4.8,4.300993377,4.368194842,Demographic,people_age_30,293
age_92,0.112484416,0.346808511,0.311258278,0.316045845,Demographic,people_age_92,294
females,0.111865739,170.193617,152.8350993,155.1727794,Demographic,females,295
males_NS_SeC_not_classified,0.109691128,13.42765957,12.08245033,12.26361032,Economic,males_NS_SeC_not_classified,296
males_NS_SeC_full_time_students,0.109691128,13.42765957,12.08245033,12.26361032,Economic,males_NS_SeC_full_time_students,297
nationality_no_Welsh,0.109130591,328.4361702,295.6864238,300.0968481,Demographic,people_nationality_no_Welsh,298
widowed,0.107946939,17.88085106,16.11556291,16.35329513,Social,people_widowed,299
same_sex_civil_partnership,0.106799735,0.640425532,0.57781457,0.586246418,Social,people_same_sex_civil_partnership,300
provides_no_unpaid_care,0.106600178,301.0425532,271.6615894,275.6183381,Social,people_provide_no_unpaid_care,301
people_not_religous,0.106524056,112.4468085,101.4794702,102.956447,Demographic,people_not_religous,302
[1_family_only_households_same_sex_civil_partnership_couple_2_plus_dependent_children,0.10630631,0.010638298,0.009602649,0.00974212,Social,people_1_family_only_households_same_sex_civil_partnership_couple_2_plus_dependent_children,303
nationality_no_Scottish,0.106121883,331.3702128,299.1622517,303.4997135,Demographic,people_nationality_no_Scottish,304
nationality_no_Northern_Irish,0.103097306,332.9446809,301.4304636,305.6744986,Demographic,people_nationality_no_Northern_Irish,305
age_27,0.102739001,4.768085106,4.318211921,4.378796562,Demographic,people_age_27,306
nationality_no_Irish,0.102693061,331.9510638,300.6440397,304.8601719,Demographic,people_nationality_no_Irish,307
nationality_no_Cornish,0.102402726,333.4085106,302.0456954,306.269341,Demographic,people_nationality_no_Cornish,308
nationality_English,0.102273857,333.593617,302.2496689,306.4707736,Demographic,people_nationality_English,309
nationality_Welsh,0.102273857,333.593617,302.2496689,306.4707736,Demographic,people_nationality_Welsh,310
nationality_Scottish,0.102273857,333.593617,302.2496689,306.4707736,Demographic,people_nationality_Scottish,311
nationality_Northern_Irish,0.102273857,333.593617,302.2496689,306.4707736,Demographic,people_nationality_Northern_Irish,312
nationality_British,0.102273857,333.593617,302.2496689,306.4707736,Demographic,people_nationality_British,313
nationality_Cornish,0.102273857,333.593617,302.2496689,306.4707736,Demographic,people_nationality_Cornish,314
nationality_Irish,0.102273857,333.593617,302.2496689,306.4707736,Demographic,people_nationality_Irish,315
nationality_other,0.102273857,333.593617,302.2496689,306.4707736,Demographic,people_nationality_other,316
total_people,0.102273857,333.593617,302.2496689,306.4707736,Demographic,people,317
people_NS_SeC_lower_supervisory_technical,0.101720486,16.04255319,14.54271523,14.74469914,Economic,people_NS_SeC_lower_supervisory_technical,318
age_90_plus,0.101568621,2.806382979,2.544370861,2.57965616,Demographic,people_age_90_plus,319
age_25_to_34,0.100300589,46.03829787,41.78940397,42.36160458,Demographic,people_age_25_to_34,320
males_NS_SeC_small_employers_own_account_workers,0.100049392,14.81914894,13.45463576,13.63839542,Economic,males_NS_SeC_small_employers_own_account_workers,321
age_65_to_74_1_person_household,0.098271129,6.474468085,5.88807947,5.967048711,Social,people_age_65_to_74_1_person_household,322
males_full_time_student,0.09721128,4.689361702,4.268874172,4.325501433,Economic,males_full_time_student,323
people_industry_water supply_sewerage_waste_management_remediation,0.097183885,1.314893617,1.197019868,1.212893983,Economic,people_industry_water supply_sewerage_waste_management_remediation,324
people_religous,0.096865837,194.3765957,177.0043046,179.3438395,Demographic,people_religous,325
peope_living_in_a_couple_in_a_registered_same_sex_civil_partnership_or_cohabiting_same_sex,0.096114907,2.221276596,2.024172185,2.050716332,Social,peope_living_in_a_couple_in_a_registered_same_sex_civil_partnership_or_cohabiting_same_sex,326
1_family_only_household_same_sex_civil_partnership_couple_2_plus_dependent_children,0.094606246,0.046808511,0.042715232,0.043266476,Social,households_1_family_only_same_sex_civil_partnership_couple_2_plus_dependent_children,327
males,0.092436324,163.4,149.4145695,151.2979943,Demographic,males,328
age_28,0.089704302,4.689361702,4.299006623,4.351575931,Demographic,people_age_28,329
good_health,0.089461657,112.4468085,103.1099338,104.3673352,Demographic,people_good_health,330
1_family_only_household_cohabiting_couple,0.083328578,39.19148936,36.14536424,36.55558739,Social,households_1_family_only_cohabiting_couple,331
females_occupation_caring_leisure_other_service,0.082425207,11.65319149,10.75662252,10.8773639,Economic,females_occupation_caring_leisure_other_service,332
not_living_in_a_couple_widowed_or_surviving_partner_from_a_same_sex_civil_partnership,0.082248406,15.42978723,14.24503311,14.40458453,Social,people_not_living_in_a_couple_widowed_or_surviving_partner_from_a_same_sex_civil_partnership,333
people_not_living_in_a_couple_widowed_or_surviving_partner_from_a_same_sex_civil_partnership,0.082248406,15.42978723,14.24503311,14.40458453,Social,people_not_living_in_a_couple_widowed_or_surviving_partner_from_a_same_sex_civil_partnership,334
ethnicty_mixed_white_asian,0.081358657,1.861702128,1.720198675,1.739255014,Demographic,people_ethnicty_mixed_white_asian,335
shared_dwelling_three_plus_household_spaces,0.08034056,0.14893617,0.137748344,0.139255014,Environmental,dwellings_shared_three_plus_household_spaces,336
nationality_Irish_only,0.078251492,1.453191489,1.346688742,1.361031519,Demographic,people_nationality_Irish_only,337
nationality_English_only,0.078128122,202.1851064,187.3890728,189.3816619,Demographic,people_nationality_English_only,338
age_of_HRP_35_to_54,0.078086656,52.73829787,48.8807947,49.40028653,Social,people_age_of_HRP_35_to_54,339
females_industry_transport_storage,0.075359966,1.391489362,1.293046358,1.306303725,Economic,females_industry_transport_storage,340
age_93,0.072993473,0.272340426,0.253642384,0.256160458,Demographic,people_age_93,341
age_16_to_24,0.072467046,39.75319149,37.04238411,37.40744986,Demographic,people_age_16_to_24,342
lives_in_household,0.070058849,317.9510638,296.9490066,299.7773639,Economic,people_live_in_household,343
lives_in_a_household,0.070058849,317.9510638,296.9490066,299.7773639,Economic,people_live_in_a_household,344
people_schoolchildren_and_full_time_students_age_18_plus,0.067345856,19.44893617,18.21125828,18.37793696,Economic,people_schoolchildren_and_full_time_students_age_18_plus,345
other_households_other,0.067257741,6.829787234,6.395695364,6.454154728,Social,people_other_households_other,346
other_household_types_other,0.067257741,6.829787234,6.395695364,6.454154728,Social,households_other_types_other,347
people_full_time_student,0.06415377,9.972340426,9.366225166,9.447851003,Economic,people_full_time_student,348
males_NS_SeC_lower_supervisory_technical,0.061841124,11.30851064,10.64470199,10.73409742,Economic,males_NS_SeC_lower_supervisory_technical,349
age_23,0.061446601,4.831914894,4.55,4.587965616,Demographic,people_age_23,350
age_30_to_44,0.061238991,66.32340426,62.46622517,62.98567335,Demographic,people_age_30_to_44,351
age_90,0.061102652,0.727659574,0.685430464,0.691117479,Demographic,people_age_90,352
age_37,0.060287374,4.191489362,3.951324503,3.983667622,Demographic,people_age_37,353
other_household_other,0.058386053,20.05957447,18.94470199,19.09484241,Social,households_other_other,354
females_occupation_sales_customer_service,0.055119726,8.974468085,8.502317881,8.565902579,Economic,females_occupation_sales_customer_service,355
age_of_HRP_35_to_54_2_person_household_dependent_children,0.053579121,25.92553191,24.59801325,24.77679083,Social,people_age_of_HRP_35_to_54_2_person_household_dependent_children,356
age_35_to_54_no_dependent_children,0.050531927,41.25531915,39.25794702,39.5269341,Social,people_age_35_to_54_no_dependent_children,357
age_86,0.050511129,1.095744681,1.042715232,1.049856734,Demographic,people_age_86,358
total_dwellings,0.050215416,139.3404255,132.6347682,133.5378223,Environmental,dwellings,359
unshared_dwellings,0.049954546,139.1085106,132.447351,133.3444126,Environmental,dwellings_unshared,360
household_spaces,0.049887188,139.9361702,133.2440397,134.1452722,Environmental,household_spaces,361
full_time_students_age_18_to_74_economically_inactive,0.049480872,11.60425532,11.05364238,11.1277937,Economic,full_time_students_age_18_to_74_economically_inactive,362
household_spaces_with_one_plus_usual_resident,0.045149089,134.5808511,128.7331126,129.5206304,Environmental,household_spaces_with_one_plus_usual_resident,363
females_age_16_to_74,0.044541291,117.6404255,112.5950331,113.2744986,Demographic,females_age_16_to_74,364
nationality_one_plus_of_English_Welsh_Scottish_Northern Irish_British,0.044038961,294.8893617,282.3794702,284.0641834,Demographic,people_nationality_one_plus_of_English_Welsh_Scottish_Northern Irish_British,365
ethnicity_white_Irish,0.043837666,2.180851064,2.088741722,2.101146132,Demographic,people_ethnicity_white_Irish,366
one_person_household_age_65_plus,0.043658527,16.38085106,15.69172185,15.78452722,Social,households_one_person_age_65_plus,367
1_person_household_age_65_plus,0.043658527,16.38085106,15.69172185,15.78452722,Social,households_1_person_age_65_plus,368
1_person_households_age_65_plus,0.043658527,16.38085106,15.69172185,15.78452722,Social,people_1_person_households_age_65_plus,369
1_person_households_1_person_age_65_plus,0.043658527,16.38085106,15.69172185,15.78452722,Social,households_1_person_1_person_age_65_plus,370
age_of_HRP_65_plus_1_person_household,0.043658527,16.38085106,15.69172185,15.78452722,Social,people_age_of_HRP_65_plus_1_person_household,371
1_person_household_1_person_age_65_plus,0.043658527,16.38085106,15.69172185,15.78452722,Social,households_1_person_1_person_age_65_plus,372
flat_maisonette_or_apartment_in_commercial_building,0.042433534,1.714893617,1.644701987,1.654154728,Environmental,flat_maisonette_or_apartment_in_commercial_building,373
people_NS_SeC_small_employers_own_account_workers,0.041567698,20.03191489,19.2281457,19.33638968,Economic,people_NS_SeC_small_employers_own_account_workers,374
age_41,0.041034078,4.431914894,4.256291391,4.279942693,Demographic,people_age_41,375
households_central_heating,0.040439094,130.9829787,125.8652318,126.5544413,Social,households_central_heating,376
age_88,0.040249866,0.872340426,0.838410596,0.842979943,Demographic,people_age_88,377
disability_daily_activities_not_limited,0.040165697,263.8510638,253.6092715,254.9885387,Demographic,people_disability_daily_activities_not_limited,378
religion_Hindu,0.039999603,1.561702128,1.501324503,1.509455587,Demographic,people_religion_Hindu,379
females_full_time_student,0.036238786,5.282978723,5.097350993,5.12234957,Economic,females_full_time_student,380
age_36,0.036233236,4.089361702,3.945695364,3.96504298,Demographic,people_age_36,381
people_occupation_sales_customer_service,0.035620879,13.64468085,13.17317881,13.23667622,Economic,people_occupation_sales_customer_service,382
1_family_only_household,0.035158351,228.2255319,220.4384106,221.487106,Social,households_1_family_only,383
age_38,0.034523019,4.323404255,4.178476821,4.197994269,Demographic,people_age_38,384
age_42,0.0334085,4.482978723,4.337417219,4.357020057,Demographic,people_age_42,385
country_of_birth_England,0.033071643,270.1978723,261.510596,262.6805158,Demographic,people_country_of_birth_England,386
multi_person_households_other,0.030001804,4.817021277,4.67615894,4.69512894,Social,households_multi_person_other,387
medical_and_care_establishment_other,0.0296141,0.106382979,0.103311258,0.103724928,Environmental,medical_and_care_establishment_other,388
average_household_size,0.028220572,2.375744671,2.310298011,2.319111744,Economic,average_household_size,389
age_20,0.027315754,5.493617021,5.347019868,5.366762178,Demographic,people_age_20,390
males_age_16_to_74,0.024120648,115.4106383,112.6837748,113.0510029,Demographic,males_age_16_to_74,391
total_people_age_16_plus,0.024045953,255.887234,249.8596026,250.6713467,Demographic,people_age_16_plus,392
house_or_bungalow_semi_detached,0.023232503,39.84893617,38.94139073,39.06361032,Environmental,house_or_bungalow_semi_detached,393
age_47,0.023165692,4.527659574,4.424834437,4.438681948,Demographic,people_age_47,394
country_of_birth_United_Kingdom,0.020399186,280.2319149,274.6145695,275.3710602,Demographic,people_country_of_birth_United_Kingdom,395
age_20_to_24,0.016252798,24.7893617,24.39205298,24.44555874,Demographic,people_age_20_to_24,396
age_50,0.015719928,3.995744681,3.933774834,3.942120344,Demographic,people_age_50,397
age_81,0.015658956,1.604255319,1.579470199,1.582808023,Demographic,people_age_81,398
age_39,0.014477823,4.406382979,4.343377483,4.351862464,Demographic,people_age_39,399
age_98,0.011408764,0.072340426,0.071523179,0.071633238,Demographic,people_age_98,400
age_75_plus_1_person_household,0.010465069,9.906382979,9.803642384,9.81747851,Social,people_age_75_plus_1_person_household,401
males_industry_human_health_social_work,0.009979541,4.261702128,4.219536424,4.2252149,Economic,males_industry_human_health_social_work,402
age_46,0.009395602,4.521276596,4.479139073,4.484813754,Demographic,people_age_46,403
age_45,0.00910296,4.608510638,4.566887417,4.572492837,Demographic,people_age_45,404
females_industry_wholesale_and_retail_trade,0.003180055,11.22765957,11.19205298,11.19684814,Economic,females_industry_wholesale_and_retail_trade,405
people_industry_wholesale_and_retail_trade,0.00211913,23.5212766,23.47152318,23.4782235,Economic,people_industry_wholesale_and_retail_trade,406
age_52,0.001653312,3.763829787,3.757615894,3.758452722,Demographic,people_age_52,407
people_occupation_skilled_trades,0.001206598,16.45957447,16.4397351,16.44240688,Economic,people_occupation_skilled_trades,408
males_industry_wholesale_and_retail_trade,0.001151892,12.29361702,12.2794702,12.28137536,Economic,males_industry_wholesale_and_retail_trade,409
total_adults,7.02E-05,189.2106383,189.197351,189.1991404,Social,households,410
males_occupation_sales_customer_service,-0.00013877,4.670212766,4.670860927,4.670773639,Economic,males_occupation_sales_customer_service,411
age_44,-0.001031098,4.485106383,4.489735099,4.489111748,Demographic,people_age_44,412
people_in_employment_part_time,-0.00135207,33.30425532,33.34933775,33.34326648,Economic,people_in_employment_part_time,413
age_40,-0.001665358,4.355319149,4.362582781,4.361604585,Demographic,people_age_40,414
age_53,-0.004015754,3.657446809,3.67218543,3.670200573,Demographic,people_age_53,415
age_35_to_54,-0.00505386,81.92553191,82.34139073,82.28538682,Demographic,people_age_35_to_54,416
people_part_time_worked_16_to_30_hours,-0.009953463,29.59787234,29.89503311,29.85501433,Economic,people_part_time_worked_16_to_30_hours,417
people_highest_level_of_qualification_Level_2_qualifications,-0.012552623,36.6893617,37.15496689,37.09226361,Economic,people_highest_level_of_qualification_Level_2_qualifications,418
age_22,-0.016406034,4.914893617,4.996688742,4.985673352,Demographic,people_age_22,419
households_main_language_all_age_16_plus_English,-0.016501623,119.5617021,121.563245,121.2936963,Demographic,households_main_language_all_age_16_plus_English,420
age_85_to_89,-0.016730526,4.763829787,4.844701987,4.833810888,Demographic,people_age_85_to_89,421
age_100_plus,-0.017311856,0.082978723,0.084437086,0.084240688,Demographic,people_age_100_plus,422
age_35_to_54_youngest_dependent_child_age_0_to_4,-0.018638416,12.44893617,12.68476821,12.6530086,Social,people_age_35_to_54_youngest_dependent_child_age_0_to_4,423
house_or_bungalow_terraced,-0.021340025,36.35106383,37.14139073,37.03495702,Environmental,house_or_bungalow_terraced,424
ethnicty_asian_Chinese,-0.022058763,2.172340426,2.221192053,2.214613181,Demographic,people_ethnicty_asian_Chinese,425
very_good_health,-0.022540243,146.3297872,149.6937086,149.2406877,Demographic,people_very_good_health,426
age_35_to_54_youngest_dependent_child_age_11_to_15,-0.02343482,11.49361702,11.76854305,11.73151862,Social,people_age_35_to_54_youngest_dependent_child_age_11_to_15,427
age_48,-0.023796701,4.221276596,4.32384106,4.310028653,Demographic,people_age_48,428
living_in_couple_cohabiting,-0.024076203,30.37659574,31.12350993,31.02292264,Social,people_living_in_couple_cohabiting,429
age_45_to_59,-0.028402187,55.89787234,57.52549669,57.30630372,Demographic,people_age_45_to_59,430
1_family_households,-0.02843583,76.5893617,78.82218543,78.52148997,Social,people_1_family_households,431
one_family_household,-0.02843583,76.5893617,78.82218543,78.52148997,Social,households_one_family,432
age_51,-0.028520116,3.676595745,3.78410596,3.769627507,Demographic,people_age_51,433
disability_daily_activities_not_limited_age_16_to_64,-0.028945521,172.7914894,177.9215232,177.230659,Demographic,people_disability_daily_activities_not_limited_age_16_to_64,434
males_part_time_worked_15_hours_or_less,-0.030108883,4.823404255,4.972516556,4.95243553,Economic,males_part_time_worked_15_hours_or_less,435
age_49,-0.031319737,4.034042553,4.163907285,4.146418338,Demographic,people_age_49,436
males_occupation_skilled_trades,-0.03276031,14.27659574,14.75794702,14.69312321,Economic,males_occupation_skilled_trades,437
age_35_to_54_youngest_dependent_child_age_16_to_18,-0.033543198,4.738297872,4.901986755,4.879942693,Social,people_age_35_to_54_youngest_dependent_child_age_16_to_18,438
peope_living_in_a_couple_cohabiting_opposite_sex,-0.035074636,28.50851064,29.5397351,29.4008596,Social,peope_living_in_a_couple_cohabiting_opposite_sex,439
age_43,-0.035560611,4.214893617,4.369536424,4.348710602,Demographic,people_age_43,440
1_family_only_household_same_sex_civil_partnership_couple_1_dependent_child,-0.039380547,0.034042553,0.035430464,0.035243553,Social,households_1_family_only_same_sex_civil_partnership_couple_1_dependent_child,441
households_1_car_or_van,-0.04186305,54.07659574,56.42549669,56.10916905,Social,households_1_car_or_van,442
age_of_HRP_35_to_54_2_person_household_no_dependent_children,-0.045774717,12.5893617,13.18940397,13.10859599,Social,people_age_of_HRP_35_to_54_2_person_household_no_dependent_children,443
age_55,-0.050767861,3.274468085,3.448344371,3.424928367,Demographic,people_age_55,444
age_96,-0.053461664,0.119148936,0.125827815,0.124928367,Demographic,people_age_96,445
one_family_household_cohabiting_couple,-0.054667851,12.86382979,13.60198675,13.5025788,Social,households_one_family_cohabiting_couple,446
1_family_only_households_cohabiting_couple,-0.054667851,12.86382979,13.60198675,13.5025788,Social,people_1_family_only_households_cohabiting_couple,447
same_sex_civil_partnership_couple_households_dependent_children,-0.055480286,0.021276596,0.022516556,0.02234957,Social,households_same_sex_civil_partnership_couple_dependent_children,448
age_54,-0.056106794,3.35106383,3.548675497,3.522063037,Demographic,people_age_54,449
full_time_students_age_18_to_74_economically_active_employed,-0.058969951,5.623404255,5.972847682,5.925787966,Economic,full_time_students_age_18_to_74_economically_active_employed,450
people_industry_human_health_social_work,-0.06001815,18.99361702,20.19602649,20.03409742,Economic,people_industry_human_health_social_work,451
religion_Christian,-0.060847338,157.3765957,167.4847682,166.1234957,Demographic,people_religion_Christian,452
age_56,-0.063602765,3.131914894,3.342715232,3.314326648,Demographic,people_age_56,453
household_private_rented_other,-0.06441445,1.719148936,1.836423841,1.820630372,Social,households_private_rented_other,454
nationality_English_other,-0.064429603,2.314893617,2.472847682,2.451575931,Demographic,people_nationality_English_other,455
age_of_HRP_55_to_64,-0.065049947,19.71489362,21.07384106,20.89083095,Social,people_age_of_HRP_55_to_64,456
females_in_employment_part_time,-0.069509662,25.16808511,27.0294702,26.77879656,Economic,females_in_employment_part_time,457
age_71,-0.071337341,2.253191489,2.424503311,2.401432665,Demographic,people_age_71,458
ethnicity_white,-0.071880587,261.3787234,281.4129139,278.7148997,Demographic,people_ethnicity_white,459
males_ecominically_active,-0.07662344,79.67659574,86.21523179,85.33467049,Economic,males_ecominically_active,460
females_industry_human_health_social_work,-0.078726322,14.73191489,15.97649007,15.80888252,Economic,females_industry_human_health_social_work,461
age_82,-0.08012362,1.4,1.520529801,1.504297994,Demographic,people_age_82,462
age_57,-0.081356321,3.159574468,3.436092715,3.398853868,Demographic,people_age_57,463
age_of_HRP_65_plus,-0.08232214,30.6212766,33.33543046,32.96991404,Social,people_age_of_HRP_65_plus,464
1_family_only_households_same_sex_civil_partnership_couple_1_dependent_child,-0.082984007,0.010638298,0.011589404,0.011461318,Social,people_1_family_only_households_same_sex_civil_partnership_couple_1_dependent_child,465
ethnicity_white_English_Welsh_Scottish_Northern_Irish_British,-0.086386813,245.0276596,267.9049669,264.8240688,Demographic,people_ethnicity_white_English_Welsh_Scottish_Northern_Irish_British,466
people_part_time_worked_15_hours_or_less,-0.086876564,15.04255319,16.45562914,16.26532951,Economic,people_part_time_worked_15_hours_or_less,467
females_part_time_worked_16_to_30_hours,-0.088762777,20.96595745,22.98178808,22.71031519,Economic,females_part_time_worked_16_to_30_hours,468
people_ecominically_active,-0.089351144,148.7595745,163.1652318,161.2252149,Economic,people_ecominically_active,469
second_address_in_UK,-0.090367303,15.34893617,16.85364238,16.65100287,Economic,people_second_address_in_UK,470
males_in_employment_self_employed,-0.0924514,13.5893617,14.95496689,14.77106017,Economic,males_in_employment_self_employed,471
average_number_of_bedrooms_per_household,-0.092700535,2.56319149,2.821523177,2.786733523,Economic,average_number_of_bedrooms_per_household,472
age_69,-0.092739995,2.20212766,2.424172185,2.394269341,Demographic,people_age_69,473
age_mean,-0.09303263,36.46531915,40.15480134,39.65793697,Demographic,mean_age,474
age_76,-0.093978349,1.823404255,2.009933775,1.984813754,Demographic,people_age_76,475
age_70,-0.095192976,2.10212766,2.320198675,2.290830946,Demographic,people_age_70,476
average_number_of_rooms_per_household,-0.095524798,5.01574468,5.538046359,5.467707737,Economic,average_number_of_rooms_per_household,477
age_59,-0.097968793,2.965957447,3.283443709,3.240687679,Demographic,people_age_59,478
